 kgrid  ValNew  Policy 
    0.85 -32.9908 0.889039
  0.8503 -32.9677 0.889039
0.850601 -32.9446 0.889339
0.850901 -32.9216  0.88964
0.851201 -32.8986  0.88994
0.851502 -32.8756  0.89024
0.851802 -32.8526 0.890541
0.852102 -32.8297 0.890541
0.852402 -32.8067 0.890841
0.852703 -32.7838 0.891141
0.853003  -32.761 0.891441
0.853303 -32.7381 0.891742
0.853604 -32.7153 0.892042
0.853904 -32.6925 0.892042
0.854204 -32.6698 0.892342
0.854505  -32.647 0.892643
0.854805 -32.6243 0.892943
0.855105 -32.6016 0.893243
0.855405 -32.5789 0.893544
0.855706 -32.5563 0.893544
0.856006 -32.5337 0.893844
0.856306 -32.5111 0.894144
0.856607 -32.4885 0.894444
0.856907 -32.4659 0.894745
0.857207 -32.4434 0.895045
0.857508 -32.4209 0.895045
0.857808 -32.3984 0.895345
0.858108  -32.376 0.895646
0.858408 -32.3535 0.895946
0.858709 -32.3311 0.896246
0.859009 -32.3088 0.896547
0.859309 -32.2864 0.896847
 0.85961 -32.2641 0.896847
 0.85991 -32.2417 0.897147
 0.86021 -32.2194 0.897447
0.860511 -32.1972 0.897748
0.860811 -32.1749 0.898048
0.861111 -32.1527 0.898348
0.861411 -32.1305 0.898348
0.861712 -32.1083 0.898649
0.862012 -32.0862 0.898949
0.862312 -32.0641 0.899249
0.862613  -32.042  0.89955
0.862913 -32.0199  0.89985
0.863213 -31.9978  0.89985
0.863514 -31.9758  0.90015
0.863814 -31.9538  0.90045
0.864114 -31.9318 0.900751
0.864414 -31.9098 0.901051
0.864715 -31.8879 0.901351
0.865015  -31.866 0.901652
0.865315 -31.8441 0.901652
0.865616 -31.8222 0.901952
0.865916 -31.8003 0.902252
0.866216 -31.7785 0.902553
0.866517 -31.7567 0.902853
0.866817 -31.7349 0.903153
0.867117 -31.7131 0.903153
0.867417 -31.6914 0.903453
0.867718 -31.6697 0.903754
0.868018  -31.648 0.904054
0.868318 -31.6263 0.904354
0.868619 -31.6047 0.904655
0.868919  -31.583 0.904655
0.869219 -31.5614 0.904955
 0.86952 -31.5398 0.905255
 0.86982 -31.5183 0.905556
 0.87012 -31.4967 0.905856
 0.87042 -31.4752 0.906156
0.870721 -31.4537 0.906456
0.871021 -31.4323 0.906456
0.871321 -31.4108 0.906757
0.871622 -31.3894 0.907057
0.871922  -31.368 0.907357
0.872222 -31.3466 0.907658
0.872523 -31.3252 0.907958
0.872823 -31.3039 0.908258
0.873123 -31.2826 0.908258
0.873423 -31.2613 0.908559
0.873724   -31.24 0.908859
0.874024 -31.2187 0.909159
0.874324 -31.1975 0.909459
0.874625 -31.1763  0.90976
0.874925 -31.1551  0.90976
0.875225 -31.1339  0.91006
0.875526 -31.1128  0.91036
0.875826 -31.0916 0.910661
0.876126 -31.0705 0.910961
0.876426 -31.0495 0.911261
0.876727 -31.0284 0.911562
0.877027 -31.0074 0.911562
0.877327 -30.9863 0.911862
0.877628 -30.9653 0.912162
0.877928 -30.9443 0.912462
0.878228 -30.9234 0.912763
0.878529 -30.9025 0.913063
0.878829 -30.8815 0.913363
0.879129 -30.8606 0.913363
0.879429 -30.8398 0.913664
 0.87973 -30.8189 0.913964
