 kgrid  ValNew  Policy 
    0.85 -11.9041        0
0.850005 -11.9038        0
 0.85001 -11.9034        0
0.850015 -11.9031        0
 0.85002 -11.9028        0
0.850025 -11.9025        0
 0.85003 -11.9022        0
0.850035 -11.9018        0
 0.85004 -11.9015        0
0.850045 -11.9012        0
 0.85005 -11.9009        0
0.850055 -11.9006        0
 0.85006 -11.9002        0
0.850065 -11.8999        0
 0.85007 -11.8996        0
0.850075 -11.8993        0
 0.85008 -11.8989        0
0.850085 -11.8986        0
 0.85009 -11.8983        0
0.850095  -11.898        0
  0.8501 -11.8977        0
0.850105 -11.8973        0
 0.85011  -11.897        0
0.850115 -11.8967        0
 0.85012 -11.8964        0
0.850125  -11.896        0
 0.85013 -11.8957        0
0.850135 -11.8954        0
 0.85014 -11.8951        0
0.850145 -11.8948        0
 0.85015 -11.8944        0
0.850155 -11.8941        0
 0.85016 -11.8938        0
0.850165 -11.8935        0
 0.85017 -11.8932        0
0.850175 -11.8928        0
 0.85018 -11.8925        0
0.850185 -11.8922        0
 0.85019 -11.8919        0
0.850195 -11.8915        0
  0.8502 -11.8912        0
0.850205 -11.8909        0
 0.85021 -11.8906        0
0.850215 -11.8903        0
 0.85022 -11.8899        0
0.850225 -11.8896        0
 0.85023 -11.8893        0
0.850235  -11.889        0
 0.85024 -11.8886        0
0.850245 -11.8883        0
 0.85025  -11.888        0
0.850255 -11.8877        0
 0.85026 -11.8874        0
0.850265  -11.887        0
 0.85027 -11.8867        0
0.850275 -11.8864        0
 0.85028 -11.8861        0
0.850285 -11.8858        0
 0.85029 -11.8854        0
0.850295 -11.8851        0
  0.8503 -11.8848        0
0.850305 -11.8845        0
 0.85031 -11.8841        0
0.850315 -11.8838        0
 0.85032 -11.8835        0
0.850325 -11.8832        0
 0.85033 -11.8829        0
0.850335 -11.8825        0
 0.85034 -11.8822        0
0.850345 -11.8819        0
 0.85035 -11.8816        0
0.850355 -11.8813        0
 0.85036 -11.8809        0
0.850365 -11.8806        0
 0.85037 -11.8803        0
0.850375   -11.88        0
 0.85038 -11.8797        0
0.850385 -11.8793        0
 0.85039  -11.879        0
0.850395 -11.8787        0
  0.8504 -11.8784        0
0.850405  -11.878        0
 0.85041 -11.8777        0
0.850415 -11.8774        0
 0.85042 -11.8771        0
0.850425 -11.8768        0
 0.85043 -11.8764        0
0.850435 -11.8761        0
 0.85044 -11.8758        0
0.850445 -11.8755        0
 0.85045 -11.8752        0
0.850455 -11.8748        0
 0.85046 -11.8745        0
0.850465 -11.8742        0
 0.85047 -11.8739        0
0.850475 -11.8736        0
 0.85048 -11.8732        0
0.850485 -11.8729        0
 0.85049 -11.8726        0
0.850495 -11.8723        0
  0.8505 -11.8719        0
0.850505 -11.8716        0
 0.85051 -11.8713        0
0.850515  -11.871        0
 0.85052 -11.8707        0
0.850525 -11.8703        0
 0.85053   -11.87        0
0.850535 -11.8697        0
 0.85054 -11.8694        0
0.850545 -11.8691        0
 0.85055 -11.8687        0
0.850555 -11.8684        0
 0.85056 -11.8681        0
0.850565 -11.8678        0
 0.85057 -11.8675        0
0.850575 -11.8671        0
 0.85058 -11.8668        0
0.850585 -11.8665        0
 0.85059 -11.8662        0
0.850595 -11.8659        0
  0.8506 -11.8655        0
0.850605 -11.8652        0
 0.85061 -11.8649        0
0.850615 -11.8646        0
 0.85062 -11.8643        0
0.850625 -11.8639        0
 0.85063 -11.8636        0
0.850635 -11.8633        0
 0.85064  -11.863        0
0.850645 -11.8626        0
 0.85065 -11.8623        0
0.850655  -11.862        0
 0.85066 -11.8617        0
0.850665 -11.8614        0
 0.85067  -11.861        0
0.850675 -11.8607        0
 0.85068 -11.8604        0
0.850685 -11.8601        0
 0.85069 -11.8598        0
0.850695 -11.8594        0
  0.8507 -11.8591        0
0.850705 -11.8588        0
 0.85071 -11.8585        0
0.850715 -11.8582        0
 0.85072 -11.8578        0
0.850725 -11.8575        0
 0.85073 -11.8572        0
0.850735 -11.8569        0
 0.85074 -11.8566        0
0.850745 -11.8562        0
 0.85075 -11.8559        0
0.850755 -11.8556        0
 0.85076 -11.8553        0
0.850765  -11.855        0
 0.85077 -11.8546        0
0.850775 -11.8543        0
 0.85078  -11.854        0
0.850785 -11.8537        0
 0.85079 -11.8534        0
0.850795  -11.853        0
  0.8508 -11.8527        0
0.850805 -11.8524        0
 0.85081 -11.8521        0
0.850815 -11.8518        0
 0.85082 -11.8514        0
0.850825 -11.8511        0
 0.85083 -11.8508        0
0.850835 -11.8505        0
 0.85084 -11.8502        0
0.850845 -11.8498        0
 0.85085 -11.8495        0
0.850855 -11.8492        0
 0.85086 -11.8489        0
0.850865 -11.8486        0
 0.85087 -11.8482        0
0.850875 -11.8479        0
 0.85088 -11.8476        0
0.850885 -11.8473        0
 0.85089  -11.847        0
0.850895 -11.8466        0
  0.8509 -11.8463        0
0.850905  -11.846        0
 0.85091 -11.8457        0
0.850915 -11.8454        0
 0.85092  -11.845        0
0.850925 -11.8447        0
 0.85093 -11.8444        0
0.850935 -11.8441        0
 0.85094 -11.8438        0
0.850945 -11.8434        0
 0.85095 -11.8431        0
0.850955 -11.8428        0
 0.85096 -11.8425        0
0.850965 -11.8422        0
 0.85097 -11.8418        0
0.850975 -11.8415        0
 0.85098 -11.8412        0
0.850985 -11.8409        0
 0.85099 -11.8406        0
0.850995 -11.8402        0
   0.851 -11.8399        0
0.851005 -11.8396        0
 0.85101 -11.8393        0
0.851015  -11.839        0
 0.85102 -11.8386        0
0.851025 -11.8383        0
 0.85103  -11.838        0
0.851035 -11.8377        0
 0.85104 -11.8374        0
0.851045  -11.837        0
 0.85105 -11.8367        0
0.851055 -11.8364        0
 0.85106 -11.8361        0
0.851065 -11.8358        0
 0.85107 -11.8354        0
0.851075 -11.8351        0
 0.85108 -11.8348        0
0.851085 -11.8345        0
 0.85109 -11.8342        0
0.851095 -11.8338        0
  0.8511 -11.8335        0
0.851105 -11.8332        0
 0.85111 -11.8329        0
0.851115 -11.8326        0
 0.85112 -11.8322        0
0.851125 -11.8319        0
 0.85113 -11.8316        0
0.851135 -11.8313        0
 0.85114  -11.831        0
0.851145 -11.8306        0
 0.85115 -11.8303        0
0.851155   -11.83        0
 0.85116 -11.8297        0
0.851165 -11.8294        0
 0.85117 -11.8291        0
0.851175 -11.8287        0
 0.85118 -11.8284        0
0.851185 -11.8281        0
 0.85119 -11.8278        0
0.851195 -11.8275        0
  0.8512 -11.8271        0
0.851205 -11.8268        0
 0.85121 -11.8265        0
0.851215 -11.8262        0
 0.85122 -11.8259        0
0.851225 -11.8255        0
 0.85123 -11.8252        0
0.851235 -11.8249        0
 0.85124 -11.8246        0
0.851245 -11.8243        0
 0.85125 -11.8239        0
0.851255 -11.8236        0
 0.85126 -11.8233        0
0.851265  -11.823        0
 0.85127 -11.8227        0
0.851275 -11.8223        0
 0.85128  -11.822        0
0.851285 -11.8217        0
 0.85129 -11.8214        0
0.851295 -11.8211        0
  0.8513 -11.8207        0
0.851305 -11.8204        0
 0.85131 -11.8201        0
0.851315 -11.8198        0
 0.85132 -11.8195        0
0.851325 -11.8192        0
 0.85133 -11.8188        0
0.851335 -11.8185        0
 0.85134 -11.8182        0
0.851345 -11.8179        0
 0.85135 -11.8176        0
0.851355 -11.8172        0
 0.85136 -11.8169        0
0.851365 -11.8166        0
 0.85137 -11.8163        0
0.851375  -11.816        0
 0.85138 -11.8156        0
0.851385 -11.8153        0
 0.85139  -11.815        0
0.851395 -11.8147        0
  0.8514 -11.8144        0
0.851405 -11.8141        0
 0.85141 -11.8137        0
0.851415 -11.8134        0
 0.85142 -11.8131        0
0.851425 -11.8128        0
 0.85143 -11.8125        0
0.851435 -11.8121        0
 0.85144 -11.8118        0
0.851445 -11.8115        0
 0.85145 -11.8112        0
0.851455 -11.8109        0
 0.85146 -11.8105        0
0.851465 -11.8102        0
 0.85147 -11.8099        0
0.851475 -11.8096        0
 0.85148 -11.8093        0
0.851485  -11.809        0
 0.85149 -11.8086        0
0.851495 -11.8083        0
  0.8515  -11.808        0
0.851505 -11.8077        0
 0.85151 -11.8074        0
0.851515  -11.807        0
 0.85152 -11.8067        0
0.851525 -11.8064        0
 0.85153 -11.8061        0
0.851535 -11.8058        0
 0.85154 -11.8054        0
0.851545 -11.8051        0
 0.85155 -11.8048        0
0.851555 -11.8045        0
 0.85156 -11.8042        0
0.851565 -11.8039        0
 0.85157 -11.8035        0
0.851575 -11.8032        0
 0.85158 -11.8029        0
0.851585 -11.8026        0
 0.85159 -11.8023        0
0.851595 -11.8019        0
  0.8516 -11.8016        0
0.851605 -11.8013        0
 0.85161  -11.801        0
0.851615 -11.8007        0
 0.85162 -11.8003        0
0.851625    -11.8        0
 0.85163 -11.7997        0
0.851635 -11.7994        0
 0.85164 -11.7991        0
0.851645 -11.7988        0
 0.85165 -11.7984        0
0.851655 -11.7981        0
 0.85166 -11.7978        0
0.851665 -11.7975        0
 0.85167 -11.7972        0
0.851675 -11.7968        0
 0.85168 -11.7965        0
0.851685 -11.7962        0
 0.85169 -11.7959        0
0.851695 -11.7956        0
  0.8517 -11.7953        0
0.851705 -11.7949        0
 0.85171 -11.7946        0
0.851715 -11.7943        0
 0.85172  -11.794        0
0.851725 -11.7937        0
 0.85173 -11.7933        0
0.851735  -11.793        0
 0.85174 -11.7927        0
0.851745 -11.7924        0
 0.85175 -11.7921        0
0.851755 -11.7918        0
 0.85176 -11.7914        0
0.851765 -11.7911        0
 0.85177 -11.7908        0
0.851775 -11.7905        0
 0.85178 -11.7902        0
0.851785 -11.7898        0
 0.85179 -11.7895        0
0.851795 -11.7892        0
  0.8518 -11.7889        0
0.851805 -11.7886        0
 0.85181 -11.7883        0
0.851815 -11.7879        0
 0.85182 -11.7876        0
0.851825 -11.7873        0
 0.85183  -11.787        0
0.851835 -11.7867        0
 0.85184 -11.7863        0
0.851845  -11.786        0
 0.85185 -11.7857        0
0.851855 -11.7854        0
 0.85186 -11.7851        0
0.851865 -11.7848        0
 0.85187 -11.7844        0
0.851875 -11.7841        0
 0.85188 -11.7838        0
0.851885 -11.7835        0
 0.85189 -11.7832        0
0.851895 -11.7829        0
  0.8519 -11.7825        0
0.851905 -11.7822        0
 0.85191 -11.7819        0
0.851915 -11.7816        0
 0.85192 -11.7813        0
0.851925 -11.7809        0
 0.85193 -11.7806        0
0.851935 -11.7803        0
 0.85194   -11.78        0
0.851945 -11.7797        0
 0.85195 -11.7794        0
0.851955  -11.779        0
 0.85196 -11.7787        0
0.851965 -11.7784        0
 0.85197 -11.7781        0
0.851975 -11.7778        0
 0.85198 -11.7775        0
0.851985 -11.7771        0
 0.85199 -11.7768        0
0.851995 -11.7765        0
   0.852 -11.7762        0
0.852005 -11.7759        0
 0.85201 -11.7755        0
0.852015 -11.7752        0
 0.85202 -11.7749        0
0.852025 -11.7746        0
 0.85203 -11.7743        0
0.852035  -11.774        0
 0.85204 -11.7736        0
0.852045 -11.7733        0
 0.85205  -11.773        0
0.852055 -11.7727        0
 0.85206 -11.7724        0
0.852065 -11.7721        0
 0.85207 -11.7717        0
0.852075 -11.7714        0
 0.85208 -11.7711        0
