 kgrid  ValNew  Policy 
    0.85 -11.9041 0.873292
0.850003 -11.9039 0.873295
0.850006 -11.9037 0.873295
0.850009 -11.9035 0.873298
0.850012 -11.9033 0.873298
0.850015 -11.9031 0.873301
0.850018 -11.9029 0.873301
0.850021 -11.9027 0.873304
0.850024 -11.9025 0.873304
0.850027 -11.9024 0.873307
 0.85003 -11.9022  0.87331
0.850033  -11.902  0.87331
0.850036 -11.9018 0.873313
0.850039 -11.9016 0.873313
0.850042 -11.9014 0.873316
0.850045 -11.9012 0.873316
0.850048  -11.901 0.873319
0.850051 -11.9008 0.873319
0.850054 -11.9006 0.873322
0.850057 -11.9004 0.873322
 0.85006 -11.9002 0.873325
0.850063    -11.9 0.873325
0.850066 -11.8998 0.873328
0.850069 -11.8996 0.873328
0.850072 -11.8995 0.873331
0.850075 -11.8993 0.873334
0.850078 -11.8991 0.873334
0.850081 -11.8989 0.873337
0.850084 -11.8987 0.873337
0.850087 -11.8985  0.87334
 0.85009 -11.8983  0.87334
0.850093 -11.8981 0.873343
0.850096 -11.8979 0.873343
0.850099 -11.8977 0.873346
0.850102 -11.8975 0.873346
0.850105 -11.8973 0.873349
0.850108 -11.8971 0.873349
0.850111 -11.8969 0.873352
0.850114 -11.8968 0.873352
0.850117 -11.8966 0.873355
 0.85012 -11.8964 0.873358
0.850123 -11.8962 0.873358
0.850126  -11.896 0.873361
0.850129 -11.8958 0.873361
0.850132 -11.8956 0.873364
0.850135 -11.8954 0.873364
0.850138 -11.8952 0.873367
0.850141  -11.895 0.873367
0.850144 -11.8948  0.87337
0.850147 -11.8946  0.87337
 0.85015 -11.8944 0.873373
0.850153 -11.8942 0.873373
0.850156 -11.8941 0.873376
0.850159 -11.8939 0.873376
0.850162 -11.8937 0.873379
0.850165 -11.8935 0.873379
0.850168 -11.8933 0.873382
0.850171 -11.8931 0.873385
0.850174 -11.8929 0.873385
0.850177 -11.8927 0.873388
 0.85018 -11.8925 0.873388
0.850183 -11.8923 0.873391
0.850186 -11.8921 0.873391
0.850189 -11.8919 0.873394
0.850192 -11.8917 0.873394
0.850195 -11.8915 0.873397
0.850198 -11.8913 0.873397
0.850201 -11.8912   0.8734
0.850204  -11.891   0.8734
0.850207 -11.8908 0.873403
 0.85021 -11.8906 0.873403
0.850213 -11.8904 0.873406
0.850216 -11.8902 0.873409
0.850219   -11.89 0.873409
0.850222 -11.8898 0.873412
0.850225 -11.8896 0.873412
0.850228 -11.8894 0.873415
0.850231 -11.8892 0.873415
0.850234  -11.889 0.873418
0.850237 -11.8888 0.873418
 0.85024 -11.8886 0.873421
0.850243 -11.8885 0.873421
0.850246 -11.8883 0.873424
0.850249 -11.8881 0.873424
0.850252 -11.8879 0.873427
0.850255 -11.8877 0.873427
0.850258 -11.8875  0.87343
0.850261 -11.8873  0.87343
0.850264 -11.8871 0.873433
0.850267 -11.8869 0.873436
 0.85027 -11.8867 0.873436
0.850273 -11.8865 0.873439
0.850276 -11.8863 0.873439
0.850279 -11.8861 0.873442
0.850282 -11.8859 0.873442
0.850285 -11.8858 0.873445
0.850288 -11.8856 0.873445
0.850291 -11.8854 0.873448
0.850294 -11.8852 0.873448
0.850297  -11.885 0.873451
  0.8503 -11.8848 0.873451
0.850303 -11.8846 0.873454
0.850306 -11.8844 0.873454
0.850309 -11.8842 0.873457
0.850312  -11.884  0.87346
0.850315 -11.8838  0.87346
0.850318 -11.8836 0.873463
0.850321 -11.8834 0.873463
0.850324 -11.8833 0.873466
0.850327 -11.8831 0.873466
 0.85033 -11.8829 0.873469
0.850333 -11.8827 0.873469
0.850336 -11.8825 0.873472
0.850339 -11.8823 0.873472
0.850342 -11.8821 0.873475
0.850345 -11.8819 0.873475
0.850348 -11.8817 0.873478
0.850351 -11.8815 0.873478
0.850354 -11.8813 0.873481
0.850357 -11.8811 0.873484
 0.85036 -11.8809 0.873484
0.850363 -11.8807 0.873487
0.850366 -11.8806 0.873487
0.850369 -11.8804  0.87349
0.850372 -11.8802  0.87349
0.850375   -11.88 0.873493
0.850378 -11.8798 0.873493
0.850381 -11.8796 0.873496
0.850384 -11.8794 0.873496
0.850387 -11.8792 0.873499
 0.85039  -11.879 0.873499
0.850393 -11.8788 0.873502
0.850396 -11.8786 0.873502
0.850399 -11.8784 0.873505
0.850402 -11.8782 0.873505
0.850405  -11.878 0.873508
0.850408 -11.8779 0.873511
0.850411 -11.8777 0.873511
0.850414 -11.8775 0.873514
0.850417 -11.8773 0.873514
 0.85042 -11.8771 0.873517
0.850423 -11.8769 0.873517
0.850426 -11.8767  0.87352
0.850429 -11.8765  0.87352
0.850432 -11.8763 0.873523
0.850435 -11.8761 0.873523
0.850438 -11.8759 0.873526
0.850441 -11.8757 0.873526
0.850444 -11.8755 0.873529
0.850447 -11.8754 0.873529
 0.85045 -11.8752 0.873532
0.850453  -11.875 0.873535
0.850456 -11.8748 0.873535
0.850459 -11.8746 0.873538
0.850462 -11.8744 0.873538
0.850465 -11.8742 0.873541
0.850468  -11.874 0.873541
0.850471 -11.8738 0.873544
0.850474 -11.8736 0.873544
0.850477 -11.8734 0.873547
 0.85048 -11.8732 0.873547
0.850483  -11.873  0.87355
0.850486 -11.8728  0.87355
0.850489 -11.8727 0.873553
0.850492 -11.8725 0.873553
0.850495 -11.8723 0.873556
0.850498 -11.8721 0.873559
0.850501 -11.8719 0.873559
0.850504 -11.8717 0.873562
0.850507 -11.8715 0.873562
 0.85051 -11.8713 0.873565
0.850513 -11.8711 0.873565
0.850516 -11.8709 0.873568
0.850519 -11.8707 0.873568
0.850522 -11.8705 0.873571
0.850525 -11.8703 0.873571
0.850528 -11.8702 0.873574
0.850531   -11.87 0.873574
0.850534 -11.8698 0.873577
0.850537 -11.8696 0.873577
 0.85054 -11.8694  0.87358
0.850543 -11.8692  0.87358
0.850546  -11.869 0.873583
0.850549 -11.8688 0.873586
0.850552 -11.8686 0.873586
0.850555 -11.8684 0.873589
0.850558 -11.8682 0.873589
0.850561  -11.868 0.873592
0.850564 -11.8678 0.873592
0.850567 -11.8676 0.873595
 0.85057 -11.8675 0.873595
0.850573 -11.8673 0.873598
0.850576 -11.8671 0.873598
0.850579 -11.8669 0.873601
0.850582 -11.8667 0.873601
0.850585 -11.8665 0.873604
0.850588 -11.8663 0.873604
0.850591 -11.8661 0.873607
0.850594 -11.8659  0.87361
0.850597 -11.8657  0.87361
  0.8506 -11.8655 0.873613
0.850603 -11.8653 0.873613
0.850606 -11.8651 0.873616
0.850609  -11.865 0.873616
0.850612 -11.8648 0.873619
0.850615 -11.8646 0.873619
0.850618 -11.8644 0.873622
0.850621 -11.8642 0.873622
0.850624  -11.864 0.873625
0.850627 -11.8638 0.873625
 0.85063 -11.8636 0.873628
0.850633 -11.8634 0.873628
0.850636 -11.8632 0.873631
0.850639  -11.863 0.873631
0.850642 -11.8628 0.873634
0.850645 -11.8626 0.873637
0.850648 -11.8625 0.873637
0.850651 -11.8623  0.87364
0.850654 -11.8621  0.87364
0.850657 -11.8619 0.873643
 0.85066 -11.8617 0.873643
0.850663 -11.8615 0.873646
0.850666 -11.8613 0.873646
0.850669 -11.8611 0.873649
0.850672 -11.8609 0.873649
0.850675 -11.8607 0.873652
0.850678 -11.8605 0.873652
0.850681 -11.8603 0.873655
0.850684 -11.8601 0.873655
0.850687   -11.86 0.873658
 0.85069 -11.8598 0.873661
0.850693 -11.8596 0.873661
0.850696 -11.8594 0.873664
0.850699 -11.8592 0.873664
0.850702  -11.859 0.873667
0.850705 -11.8588 0.873667
0.850708 -11.8586  0.87367
0.850711 -11.8584  0.87367
0.850714 -11.8582 0.873673
0.850717  -11.858 0.873673
 0.85072 -11.8578 0.873676
0.850723 -11.8576 0.873676
0.850726 -11.8575 0.873679
0.850729 -11.8573 0.873679
0.850732 -11.8571 0.873682
0.850735 -11.8569 0.873685
0.850738 -11.8567 0.873685
0.850741 -11.8565 0.873688
0.850744 -11.8563 0.873688
0.850747 -11.8561 0.873691
 0.85075 -11.8559 0.873691
0.850753 -11.8557 0.873694
0.850756 -11.8555 0.873694
0.850759 -11.8553 0.873697
0.850762 -11.8552 0.873697
0.850765  -11.855   0.8737
0.850768 -11.8548   0.8737
0.850771 -11.8546 0.873703
0.850774 -11.8544 0.873703
0.850777 -11.8542 0.873706
 0.85078  -11.854 0.873706
0.850783 -11.8538 0.873709
0.850786 -11.8536 0.873712
0.850789 -11.8534 0.873712
0.850792 -11.8532 0.873715
0.850795  -11.853 0.873715
0.850798 -11.8528 0.873718
0.850801 -11.8527 0.873718
0.850804 -11.8525 0.873721
0.850807 -11.8523 0.873721
 0.85081 -11.8521 0.873724
0.850813 -11.8519 0.873724
0.850816 -11.8517 0.873727
0.850819 -11.8515 0.873727
0.850822 -11.8513  0.87373
0.850825 -11.8511  0.87373
0.850828 -11.8509 0.873733
0.850831 -11.8507 0.873736
0.850834 -11.8505 0.873736
0.850837 -11.8503 0.873739
 0.85084 -11.8502 0.873739
0.850843   -11.85 0.873742
0.850846 -11.8498 0.873742
0.850849 -11.8496 0.873745
0.850852 -11.8494 0.873745
0.850855 -11.8492 0.873748
0.850858  -11.849 0.873748
0.850861 -11.8488 0.873751
0.850864 -11.8486 0.873751
0.850867 -11.8484 0.873754
 0.85087 -11.8482 0.873754
0.850873  -11.848 0.873757
0.850876 -11.8479 0.873757
0.850879 -11.8477  0.87376
0.850882 -11.8475 0.873763
0.850885 -11.8473 0.873763
0.850888 -11.8471 0.873766
0.850891 -11.8469 0.873766
0.850894 -11.8467 0.873769
0.850897 -11.8465 0.873769
  0.8509 -11.8463 0.873772
0.850903 -11.8461 0.873772
0.850906 -11.8459 0.873775
0.850909 -11.8457 0.873775
0.850912 -11.8455 0.873778
0.850915 -11.8454 0.873778
0.850918 -11.8452 0.873781
0.850921  -11.845 0.873781
0.850924 -11.8448 0.873784
0.850927 -11.8446 0.873787
 0.85093 -11.8444 0.873787
0.850933 -11.8442  0.87379
0.850936  -11.844  0.87379
0.850939 -11.8438 0.873793
0.850942 -11.8436 0.873793
0.850945 -11.8434 0.873796
0.850948 -11.8432 0.873796
0.850951 -11.8431 0.873799
0.850954 -11.8429 0.873799
0.850957 -11.8427 0.873802
 0.85096 -11.8425 0.873802
0.850963 -11.8423 0.873805
0.850966 -11.8421 0.873805
0.850969 -11.8419 0.873808
0.850972 -11.8417 0.873811
0.850975 -11.8415 0.873811
0.850978 -11.8413 0.873814
0.850981 -11.8411 0.873814
0.850984 -11.8409 0.873817
0.850987 -11.8407 0.873817
 0.85099 -11.8406  0.87382
0.850993 -11.8404  0.87382
0.850996 -11.8402 0.873823
0.850999   -11.84 0.873823
0.851002 -11.8398 0.873826
0.851005 -11.8396 0.873826
0.851008 -11.8394 0.873829
0.851011 -11.8392 0.873829
0.851014  -11.839 0.873832
0.851017 -11.8388 0.873832
 0.85102 -11.8386 0.873835
0.851023 -11.8384 0.873838
0.851026 -11.8383 0.873838
0.851029 -11.8381 0.873841
0.851032 -11.8379 0.873841
0.851035 -11.8377 0.873844
0.851038 -11.8375 0.873844
0.851041 -11.8373 0.873847
0.851044 -11.8371 0.873847
0.851047 -11.8369  0.87385
 0.85105 -11.8367  0.87385
0.851053 -11.8365 0.873853
0.851056 -11.8363 0.873853
0.851059 -11.8361 0.873856
0.851062  -11.836 0.873856
0.851065 -11.8358 0.873859
0.851068 -11.8356 0.873862
0.851071 -11.8354 0.873862
0.851074 -11.8352 0.873865
0.851077  -11.835 0.873865
 0.85108 -11.8348 0.873868
0.851083 -11.8346 0.873868
0.851086 -11.8344 0.873871
0.851089 -11.8342 0.873871
0.851092  -11.834 0.873874
0.851095 -11.8338 0.873874
0.851098 -11.8337 0.873877
0.851101 -11.8335 0.873877
0.851104 -11.8333  0.87388
0.851107 -11.8331  0.87388
 0.85111 -11.8329 0.873883
0.851113 -11.8327 0.873883
0.851116 -11.8325 0.873886
0.851119 -11.8323 0.873889
0.851122 -11.8321 0.873889
0.851125 -11.8319 0.873892
0.851128 -11.8317 0.873892
0.851131 -11.8315 0.873895
0.851134 -11.8314 0.873895
0.851137 -11.8312 0.873898
 0.85114  -11.831 0.873898
0.851143 -11.8308 0.873901
0.851146 -11.8306 0.873901
0.851149 -11.8304 0.873904
0.851152 -11.8302 0.873904
0.851155   -11.83 0.873907
0.851158 -11.8298 0.873907
0.851161 -11.8296  0.87391
0.851164 -11.8294 0.873913
0.851167 -11.8292 0.873913
 0.85117 -11.8291 0.873916
0.851173 -11.8289 0.873916
0.851176 -11.8287 0.873919
0.851179 -11.8285 0.873919
0.851182 -11.8283 0.873922
0.851185 -11.8281 0.873922
0.851188 -11.8279 0.873925
0.851191 -11.8277 0.873925
0.851194 -11.8275 0.873928
0.851197 -11.8273 0.873928
  0.8512 -11.8271 0.873931
0.851203 -11.8269 0.873931
0.851206 -11.8268 0.873934
0.851209 -11.8266 0.873937
0.851212 -11.8264 0.873937
0.851215 -11.8262  0.87394
0.851218  -11.826  0.87394
0.851221 -11.8258 0.873943
0.851224 -11.8256 0.873943
0.851227 -11.8254 0.873946
 0.85123 -11.8252 0.873946
0.851233  -11.825 0.873949
