 kgrid  ValNew  Policy 
    0.85 -33.3875     0.85
  0.8503 -33.3568     0.85
0.850601 -33.3263     0.85
0.850901  -33.296     0.85
0.851201 -33.2657     0.85
0.851502 -33.2356     0.85
0.851802 -33.2056     0.85
0.852102 -33.1757     0.85
0.852402  -33.146     0.85
0.852703 -33.1164     0.85
0.853003 -33.0869     0.85
0.853303 -33.0575     0.85
0.853604 -33.0282     0.85
0.853904 -32.9991     0.85
0.854204 -32.9701     0.85
0.854505 -32.9412     0.85
0.854805 -32.9124     0.85
0.855105 -32.8836   0.8503
0.855405  -32.855   0.8503
0.855706 -32.8264 0.850601
0.856006 -32.7978 0.850901
0.856306 -32.7693 0.850901
0.856607 -32.7408 0.851201
0.856907 -32.7124 0.851502
0.857207 -32.6841 0.851502
0.857508 -32.6558 0.851802
0.857808 -32.6275 0.851802
0.858108 -32.5993 0.852102
0.858408 -32.5712 0.852402
0.858709 -32.5431 0.852402
0.859009  -32.515 0.852703
0.859309  -32.487 0.853003
 0.85961 -32.4591 0.853003
 0.85991 -32.4312 0.853303
 0.86021 -32.4033 0.853604
0.860511 -32.3755 0.853604
0.860811 -32.3478 0.853904
0.861111 -32.3201 0.853904
0.861411 -32.2924 0.854204
0.861712 -32.2649 0.854505
0.862012 -32.2373 0.854505
0.862312 -32.2098 0.854805
0.862613 -32.1824 0.855105
0.862913  -32.155 0.855105
0.863213 -32.1276 0.855405
0.863514 -32.1003 0.855405
0.863814 -32.0731 0.855706
0.864114 -32.0459 0.856006
0.864414 -32.0187 0.856006
0.864715 -31.9916 0.856306
0.865015 -31.9646 0.856607
0.865315 -31.9375 0.856607
0.865616 -31.9106 0.856907
0.865916 -31.8836 0.857207
0.866216 -31.8567 0.857207
0.866517 -31.8299 0.857508
0.866817 -31.8031 0.857808
0.867117 -31.7763 0.857808
0.867417 -31.7496 0.858108
0.867718 -31.7229 0.858408
0.868018 -31.6963 0.858408
0.868318 -31.6697 0.858709
0.868619 -31.6431 0.859009
0.868919 -31.6166 0.859309
0.869219 -31.5902 0.859309
 0.86952 -31.5637  0.85961
 0.86982 -31.5374  0.85991
 0.87012  -31.511  0.85991
 0.87042 -31.4847  0.86021
0.870721 -31.4585 0.860511
0.871021 -31.4323 0.860511
0.871321 -31.4061 0.860811
0.871622 -31.3799 0.861111
0.871922 -31.3539 0.861111
0.872222 -31.3278 0.861411
0.872523 -31.3018 0.861712
0.872823 -31.2758 0.861712
0.873123 -31.2499 0.862012
0.873423  -31.224 0.862312
0.873724 -31.1982 0.862613
0.874024 -31.1723 0.862613
0.874324 -31.1466 0.862913
0.874625 -31.1209 0.863213
0.874925 -31.0952 0.863213
0.875225 -31.0695 0.863514
0.875526 -31.0439 0.863814
0.875826 -31.0183 0.863814
0.876126 -30.9928 0.864114
0.876426 -30.9673 0.864414
0.876727 -30.9419 0.864414
0.877027 -30.9165 0.864715
0.877327 -30.8911 0.865015
0.877628 -30.8658 0.865015
0.877928 -30.8405 0.865315
0.878228 -30.8152 0.865616
0.878529   -30.79 0.865916
